date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster;
2014-05-26;12:24:28,2,3,66,174,21356,2104.4748,7523,1,1,9,2014-05-31,2014-06-03,2,0,1,8791,1,0,1,4,8,110,52
2014-05-26;12:37:08,2,3,66,174,21356,2103.3748,7523,1,1,9,2014-06-02,2014-06-05,2,0,1,8791,1,1,1,4,8,110,65
2014-05-26;12:45:51,2,3,66,174,21356,2100.6197,7523,1,1,9,2014-10-31,2014-11-07,5,0,2,8791,1,0,1,4,8,110,47
2014-05-26;12:46:33,2,3,66,174,21356,2104.3573,7523,1,1,9,2014-10-31,2014-11-07,5,0,2,8791,1,0,1,4,8,110,76
2014-05-26;12:47:32,2,3,66,174,21356,2103.3715,7523,1,1,9,2014-10-31,2014-11-07,5,0,2,8791,1,0,1,4,8,110,17
2014-05-26;19:41:29,2,3,66,174,21356,2100.6197,7523,1,1,9,2014-10-31,2014-11-07,5,0,2,8791,1,0,1,4,8,110,47
2014-05-26;19:47:30,2,3,66,174,21356,2103.9238,7523,1,1,9,2014-10-31,2014-11-07,4,0,1,8791,1,0,1,4,8,110,71
2014-05-26;19:48:49,2,3,66,174,21356,2100.2403,7523,1,1,9,2014-10-31,2014-11-07,4,0,1,8791,1,0,2,4,8,110,40
2014-05-26;19:49:38,2,3,66,174,21356,2103.3701,7523,1,1,9,2014-10-31,2014-11-07,4,0,1,8791,1,0,1,4,8,110,96
2014-05-26;19:50:56,2,3,66,174,21356,2103.9415,7523,1,1,9,2014-10-31,2014-11-07,4,0,1,8791,1,0,1,4,8,110,71
2014-05-26;19:52:15,2,3,66,174,21356,2097.7848,7523,1,1,9,2014-10-31,2014-11-07,4,0,1,8791,1,0,1,4,8,110,12
2014-05-26;19:53:01,2,3,66,174,21356,2097.9942,7523,1,1,9,2014-10-31,2014-11-07,4,0,1,8791,1,0,2,4,8,110,57
2014-05-26;19:53:48,2,3,66,174,21356,2097.8742,7523,1,1,9,2014-10-31,2014-11-07,4,0,1,8791,1,0,2,4,8,110,47
2014-05-26;19:57:22,2,3,66,174,21356,2099.6667,7523,1,1,9,2014-10-31,2014-11-07,4,0,1,8791,1,0,1,4,8,110,40
2014-05-26;20:25:47,2,3,66,174,21356,2104.3573,7523,1,1,9,2014-10-31,2014-11-07,4,0,1,8791,1,0,1,4,8,110,76
2014-05-26;20:39:17,2,3,66,174,21356,2101.8568,7523,1,1,9,2014-10-31,2014-11-07,5,0,2,8791,1,0,1,4,8,110,40
2014-05-26;20:40:59,2,3,66,174,21356,2099.7025,7523,1,1,9,2014-10-31,2014-11-07,5,0,2,8791,1,0,1,4,8,110,40
2014-05-26;21:08:15,2,3,66,174,21356,2103.6851,7523,1,0,9,2014-11-01,2014-11-08,6,0,2,8791,1,0,1,4,8,110,65
2014-05-26;21:11:51,2,3,66,174,21356,2103.9238,7523,1,0,9,2014-11-01,2014-11-08,6,0,2,8791,1,0,2,4,8,110,71
2014-05-26;21:14:00,2,3,66,174,21356,2104.3573,7523,1,0,9,2014-11-01,2014-11-08,6,0,2,8791,1,0,1,4,8,110,76
2014-05-26;21:14:57,2,3,66,174,21356,2100.6089,7523,1,0,9,2014-11-01,2014-11-08,6,0,2,8791,1,0,2,4,8,110,50
2014-05-27;19:54:48,2,3,66,174,21356,2097.7871,7523,1,1,9,2014-10-31,2014-11-07,5,0,2,8791,1,0,1,4,8,110,76
2014-05-27;19:55:16,2,3,66,174,21356,2100.6089,7523,1,1,9,2014-10-31,2014-11-07,5,0,2,8791,1,0,1,4,8,110,50
2014-05-27;19:58:20,2,3,66,174,21356,2100.6197,7523,1,1,9,2014-10-31,2014-11-07,5,0,2,8791,1,0,1,4,8,110,47
2014-05-27;19:59:51,2,3,66,174,21356,2104.3573,7523,1,1,9,2014-10-31,2014-11-07,5,0,2,8791,1,0,1,4,8,110,76
2014-05-28;11:22:43,2,3,66,174,21356,2104.7602,7523,1,0,2,2014-11-01,2014-11-08,6,0,2,8791,1,0,1,4,8,110,0
2014-05-28;11:26:05,2,3,66,174,21356,2101.8568,7523,1,0,2,2014-11-01,2014-11-08,6,0,2,8791,1,0,1,4,8,110,40
2014-05-28;11:28:19,2,3,66,174,21356,2101.8568,7523,1,1,2,2014-11-01,2014-11-08,5,0,2,8791,1,0,1,4,8,110,40
2014-05-28;11:36:39,2,3,66,174,21356,2101.8568,7523,1,0,2,2014-11-01,2014-11-08,6,0,2,8791,1,0,1,4,8,110,40
2014-05-28;22:33:04,2,3,66,174,21356,6511.5366,7523,1,1,1,2014-09-15,2014-09-21,2,0,1,8818,1,0,1,3,99,88,78
2014-07-17;00:32:52,2,3,66,174,21356,2103.4918,7523,1,1,2,2014-11-01,2014-11-07,4,0,1,8791,1,0,1,4,8,110,65
2014-07-17;00:35:25,2,3,66,174,21356,2103.5286,7523,1,1,2,2014-11-01,2014-11-07,4,0,1,8791,1,0,1,4,8,110,0
2014-07-24;07:25:12,2,3,66,174,21356,5854.3395,7523,1,1,9,2014-11-06,2014-11-09,4,0,1,41121,1,0,2,4,124,1943,44
2014-07-24;07:25:59,2,3,66,174,21356,5856.7885,7523,1,1,9,2014-11-06,2014-11-09,4,0,1,41121,1,0,1,4,124,1943,20
2014-07-24;07:33:24,2,3,66,174,21356,1533.013,7523,1,1,9,2014-11-01,2014-11-08,4,0,1,8259,1,0,1,4,8,121,62
2014-07-27;15:13:03,2,3,66,174,21356,1533.3576,7523,1,1,9,2014-10-31,2014-11-09,4,0,1,8259,1,0,2,4,8,121,61
2014-08-08;23:01:24,2,3,66,174,21356,2511.5215,7523,1,1,9,2015-05-05,2015-05-12,6,0,3,11373,1,0,1,4,128,1455,65
2014-08-08;23:02:50,2,3,66,174,21356,2511.031,7523,1,1,9,2015-05-05,2015-05-12,6,0,3,11373,1,0,1,4,128,1455,26
2014-08-08;23:03:51,2,3,66,174,21356,2509.9973,7523,1,1,9,2015-05-05,2015-05-12,6,0,3,11373,1,0,1,4,128,1400,21
2014-08-08;23:05:34,2,3,66,174,21356,2733.1805,7523,1,1,9,2015-05-05,2015-05-11,6,0,3,11336,6,0,1,4,47,1511,65
2014-08-08;23:09:22,2,3,66,174,21356,2184.3354,7523,1,1,9,2015-05-05,2015-05-12,6,0,3,8268,1,0,1,2,50,682,0
2014-08-08;23:10:04,2,3,66,174,21356,2187.4202,7523,1,1,9,2015-05-05,2015-05-12,6,0,3,8268,1,0,1,2,50,682,31
2014-08-09;11:24:24,2,3,66,174,21356,2103.5286,7523,1,1,2,2014-08-22,2014-08-27,2,0,1,12188,6,0,1,4,8,110,0
2014-08-09;11:24:45,2,3,66,174,21356,2104.4748,7523,1,1,2,2014-08-22,2014-08-27,2,0,1,12188,6,0,2,4,8,110,52
2014-08-09;11:26:39,2,3,66,174,21356,2104.7602,7523,1,1,2,2014-08-22,2014-08-27,2,0,1,12188,6,0,2,4,8,110,0
2014-08-09;14:50:24,2,3,66,174,21356,2103.6851,7523,1,0,9,2014-11-02,2014-11-06,5,0,2,8791,1,0,2,4,8,110,65
2014-08-09;15:21:02,2,3,66,174,21356,2103.6907,7523,1,0,9,2014-11-02,2014-11-06,3,0,1,8791,1,0,1,4,8,110,84
2014-08-09;15:21:53,2,3,66,174,21356,2103.6851,7523,1,0,9,2014-11-02,2014-11-06,3,0,1,8791,1,0,4,4,8,110,65
2014-08-09;15:22:57,2,3,66,174,21356,2103.6851,7523,1,0,9,2014-11-02,2014-11-06,2,0,1,8791,1,0,1,4,8,110,65
2014-08-09;15:24:09,2,3,66,174,21356,2102.9363,7523,1,0,9,2014-11-02,2014-11-06,3,0,1,8791,1,0,1,4,8,110,68
2014-08-09;15:30:04,2,3,66,174,21356,2103.7012,7523,1,0,9,2014-11-02,2014-11-06,3,0,1,8791,1,0,2,4,8,110,34
2014-08-09;15:31:33,2,3,66,174,21356,2103.7012,7523,1,0,9,2014-11-02,2014-11-06,4,0,1,8791,1,0,2,4,8,110,34
2014-08-09;16:06:01,2,3,66,174,21356,2103.6851,7523,1,0,9,2014-11-02,2014-11-06,4,0,1,8791,1,0,1,4,8,110,65
2014-08-09;16:10:24,2,3,66,174,21356,1533.3549,7523,1,0,9,2014-10-31,2014-11-02,3,0,1,8259,1,0,1,4,8,121,41
2014-08-09;16:11:08,2,3,66,174,21356,1538.076,7523,1,0,9,2014-10-31,2014-11-02,3,0,1,8259,1,0,1,4,8,121,11
2014-08-09;16:12:33,2,3,66,174,21356,1539.1988,7523,1,0,9,2014-10-31,2014-11-02,3,0,1,8259,1,0,1,4,8,121,29
2014-08-09;16:14:45,2,3,66,174,21356,1539.4366,7523,1,0,9,2014-10-31,2014-11-02,3,0,1,8259,1,0,1,4,8,121,36
2014-08-25;15:48:50,2,3,66,174,21356,1283.2573,7523,1,0,9,2014-11-05,2014-11-08,4,0,1,12509,5,0,1,4,8,113,36
2014-08-27;14:45:30,2,3,66,174,41886,1258.0837,7523,1,0,9,2014-11-05,2014-11-08,4,0,1,12509,5,0,1,4,8,113,36
2014-09-22;16:25:30,2,3,66,174,21356,1533.2703,7523,1,0,9,2014-11-01,2014-11-07,3,0,1,13968,6,0,1,4,8,121,10
2014-09-22;16:27:09,2,3,66,174,21356,1533.329,7523,1,0,9,2014-11-01,2014-11-07,3,0,1,21405,6,0,1,4,8,121,81
2014-09-22;16:31:08,2,3,66,174,21356,1533.013,7523,1,0,9,2014-11-01,2014-11-07,3,0,1,21405,6,0,1,4,8,121,62
2014-09-22;16:33:51,2,3,66,174,21356,1533.39,7523,1,0,9,2014-11-01,2014-11-07,3,0,1,13968,6,0,1,4,8,121,15
2014-09-22;16:35:22,2,3,66,174,21356,1533.3288,7523,1,0,9,2014-11-01,2014-11-07,3,0,1,13968,6,0,2,4,8,121,81
2014-09-22;16:39:52,2,3,66,174,21356,1533.3576,7523,1,0,9,2014-11-01,2014-11-07,3,0,1,13968,6,0,1,4,8,121,61
2014-09-22;19:24:24,2,3,66,174,21356,1533.3288,7523,1,0,9,2014-11-01,2014-11-10,3,0,1,8259,1,0,3,4,8,121,81
2014-09-22;19:25:01,2,3,66,174,21356,1533.3288,7523,1,0,9,2014-11-01,2014-11-06,3,0,1,8259,1,0,1,4,8,121,81
2014-09-22;19:39:51,2,3,66,174,21356,1533.2781,7523,1,0,9,2014-11-01,2014-11-10,3,0,1,13968,6,0,1,4,8,121,10
2014-09-22;19:41:58,2,3,66,174,21356,1533.39,7523,1,0,9,2014-11-01,2014-11-10,3,0,1,13968,6,0,1,4,8,121,15
2014-09-22;19:46:28,2,3,66,174,21356,1533.2703,7523,1,0,9,2014-11-01,2014-11-10,3,0,1,13968,6,0,2,4,8,121,10
2014-09-22;19:49:02,2,3,66,174,21356,1533.2703,7523,1,0,9,2014-11-01,2014-11-13,3,0,1,13968,6,0,1,4,8,121,10
2014-09-22;19:49:44,2,3,66,174,21356,1533.2703,7523,1,0,9,2014-11-01,2014-11-06,3,0,1,13968,6,0,1,4,8,121,10
2014-09-22;19:51:29,2,3,66,174,21356,1533.2703,7523,1,0,9,2014-11-01,2014-11-06,3,0,1,13968,6,1,1,4,8,121,10
2014-09-23;22:10:40,2,3,66,174,21356,1631.5366,7523,1,0,2,2014-11-06,2014-11-10,4,0,1,8787,1,0,1,4,8,109,99
2014-09-23;22:12:08,2,3,66,174,21356,1632.5872,7523,1,0,2,2014-11-06,2014-11-10,4,0,1,8787,1,0,1,4,8,109,61
2014-09-23;22:19:09,2,3,66,174,21356,1634.4089,7523,1,0,2,2014-11-06,2014-11-10,4,0,1,8787,1,0,1,4,8,109,92
2014-09-23;22:19:55,2,3,66,174,21356,1631.9775,7523,1,0,2,2014-11-06,2014-11-10,4,0,1,8787,1,0,3,4,8,109,63
2014-09-23;22:21:20,2,3,66,174,21356,1631.3356,7523,1,0,2,2014-11-06,2014-11-10,4,0,1,8787,1,0,3,4,8,109,82
2014-09-23;22:28:25,2,3,66,174,21356,1631.043,7523,1,0,2,2014-11-06,2014-11-10,4,0,1,8787,1,0,1,4,8,109,14
2014-09-23;22:29:37,2,3,66,174,21356,1632.069,7523,1,0,2,2014-11-06,2014-11-10,4,0,1,8787,1,0,3,4,8,109,29
2014-09-27;13:39:26,2,3,66,174,21356,1632.1209,7523,1,0,9,2014-11-06,2014-11-10,4,0,1,8787,1,0,1,4,8,109,76
2014-09-27;13:41:02,2,3,66,174,21356,1632.069,7523,1,0,9,2014-11-06,2014-11-10,4,0,1,8787,1,0,6,4,8,109,29
2014-09-27;13:43:01,2,3,66,174,21356,1631.3356,7523,1,0,9,2014-11-06,2014-11-10,4,0,1,8787,1,0,1,4,8,109,82
2014-09-29;16:22:57,2,3,66,174,21356,1631.9775,7523,1,0,2,2014-11-06,2014-11-10,2,0,1,21688,6,0,9,4,8,109,63
2014-09-29;16:24:30,2,3,66,174,21356,1631.9775,7523,1,0,2,2014-11-06,2014-11-09,2,0,1,21688,6,0,2,4,8,109,63
2014-09-29;16:27:03,2,3,66,174,21356,1632.069,7523,1,0,2,2014-11-06,2014-11-10,2,0,1,21688,6,0,2,4,8,109,29
2014-09-29;16:27:35,2,3,66,174,21356,1632.069,7523,1,0,2,2014-11-06,2014-11-09,2,0,1,21688,6,0,1,4,8,109,29
2014-09-29;16:35:56,2,3,66,174,21356,1631.9775,7523,1,0,2,2014-11-06,2014-11-09,2,0,1,21688,6,1,1,4,8,109,63
2014-10-31;07:45:36,2,3,66,174,45042,4171.2476,7523,1,1,2,2015-04-08,2015-04-19,2,0,1,8251,1,0,1,4,93,2086,2
2014-10-31;16:04:31,2,3,66,174,45042,1532.173,7523,1,0,9,2014-11-01,2014-11-06,3,0,1,8259,1,0,3,4,8,121,61
2014-10-31;16:08:55,2,3,66,174,45042,1536.1,7523,1,0,9,2014-11-01,2014-11-06,3,0,1,8259,1,0,1,4,8,121,48
2014-10-31;16:13:07,2,3,66,174,45042,1532.2673,7523,1,0,9,2014-11-01,2014-11-06,3,0,1,8259,1,0,1,4,8,121,57
2014-10-31;16:15:09,2,3,66,174,45042,1532.3626,7523,1,0,9,2014-11-01,2014-11-06,3,0,1,8259,1,0,1,4,8,121,85
2014-10-31;16:17:29,2,3,66,174,45042,1532.7811,7523,1,0,9,2014-11-01,2014-11-06,3,0,1,8259,1,0,1,4,8,121,40
2014-10-31;16:24:12,2,3,66,174,45042,1526.3421,7523,1,0,9,2014-11-01,2014-11-06,3,0,1,8259,1,0,1,4,8,121,30
2014-11-01;13:36:59,2,3,215,646,51733,4.6343,7523,1,0,9,2014-11-01,2014-11-05,4,0,1,8259,1,0,1,4,8,121,61
2014-11-11;15:28:32,2,3,66,174,45042,2457.8576,7523,1,1,9,2014-11-19,2014-11-23,2,0,1,12236,6,0,1,2,50,676,33
2014-11-11;15:28:49,2,3,66,174,45042,2455.4831,7523,1,1,9,2014-11-19,2014-11-23,2,0,1,12236,6,0,1,2,50,676,51
2014-11-11;16:02:54,2,3,66,174,45042,2454.4949,7523,1,1,9,2014-11-19,2014-11-23,2,0,1,12236,6,0,1,2,50,676,33
2014-11-16;17:14:05,2,3,66,174,45042,2435.8238,7523,1,0,9,2014-11-20,2014-11-24,2,0,1,4144,3,0,1,2,50,674,40
2014-11-16;17:33:31,2,3,66,174,45042,2458.0382,7523,1,0,9,2014-11-20,2014-11-24,3,0,1,12236,6,0,1,2,50,676,51
2014-11-16;17:34:13,2,3,66,174,45042,2455.7598,7523,1,0,9,2014-11-20,2014-11-24,3,0,1,12236,6,0,5,2,50,676,47
2014-11-16;17:40:38,2,3,66,174,45042,2455.7598,7523,1,0,9,2014-11-20,2014-11-24,3,0,1,12236,6,1,1,2,50,676,47
2014-11-20;21:09:18,2,3,66,348,48862,12.1467,7523,1,0,9,2014-11-21,2014-11-24,3,0,1,12236,6,0,1,2,50,676,47
2014-12-03;23:50:52,2,3,66,174,45042,3346.9107,7523,1,1,9,2015-01-08,2015-01-13,2,0,1,8814,1,0,1,4,51,197,80
2014-12-05;20:24:26,2,3,66,174,45042,5449.1566,7523,1,1,2,2015-01-19,2015-01-25,1,0,1,53533,3,0,1,6,70,19,11
2014-12-06;18:44:26,2,3,66,174,45042,2570.1584,7523,1,1,9,2015-01-19,2015-01-26,1,0,1,669,3,0,1,2,50,212,83
2014-12-06;18:44:59,2,3,66,174,45042,2570.0857,7523,1,1,9,2015-01-19,2015-01-26,1,0,1,669,3,0,1,2,50,212,12
2014-12-07;23:31:01,2,3,66,174,45042,2570.162,7523,1,1,2,2015-01-05,2015-01-10,2,0,1,8859,1,0,1,2,50,212,0
2014-12-07;23:33:10,2,3,66,174,45042,2570.6885,7523,1,1,2,2015-01-05,2015-01-10,2,0,1,8859,1,0,1,2,50,212,96
2014-12-07;23:34:22,2,3,66,174,45042,2570.1188,7523,1,1,2,2015-01-05,2015-01-10,2,0,1,8859,1,0,1,2,50,212,33
2014-12-16;12:40:11,2,3,66,174,45042,3359.8803,7523,1,1,2,2015-01-18,2015-01-23,2,0,1,8814,1,0,1,4,51,1509,73
2014-12-28;11:50:12,2,3,66,447,902,2994.5517,7523,1,1,9,2015-01-13,2015-01-19,2,0,1,669,3,0,2,2,50,212,21
2014-12-28;11:58:01,2,3,66,447,902,2994.5517,7523,1,1,9,2015-01-13,2015-01-18,2,0,1,669,3,0,1,2,50,212,21
2014-12-28;12:08:39,2,3,66,447,902,2994.5517,7523,1,1,9,2015-01-13,2015-01-18,2,0,1,669,3,1,1,2,50,212,21
2014-12-28;13:00:05,2,3,66,447,902,2994.5517,7523,1,1,9,2015-01-19,2015-01-24,2,0,1,669,3,0,2,2,50,212,21
2014-12-28;14:06:51,2,3,66,447,902,2994.499,7523,1,1,9,2015-01-19,2015-01-24,2,0,1,669,3,0,1,2,50,212,33
2014-12-28;14:07:26,2,3,66,447,902,2994.5517,7523,1,1,9,2015-01-19,2015-01-24,2,0,1,669,3,0,1,2,50,212,21
2014-12-30;09:20:31,2,3,66,174,45042,2570.1459,7523,1,1,9,2015-01-20,2015-01-25,2,0,1,669,3,0,1,2,50,212,33
2014-12-30;09:30:27,2,3,66,174,45042,2570.1429,7523,1,1,9,2015-01-20,2015-01-25,2,0,1,669,3,0,2,2,50,212,21
2014-12-30;09:34:49,2,3,66,174,45042,2570.0337,7523,1,1,9,2015-01-20,2015-01-25,2,0,1,669,3,0,1,2,50,212,37
2014-12-30;09:35:29,2,3,66,174,45042,2570.107,7523,1,1,9,2015-01-20,2015-01-25,2,0,1,669,3,0,1,2,50,212,91
2014-12-30;09:36:51,2,3,66,174,45042,2570.2794,7523,1,1,9,2015-01-20,2015-01-25,2,0,1,669,3,0,1,2,50,212,41
2014-12-30;09:37:51,2,3,66,174,45042,2570.0652,7523,1,1,9,2015-01-20,2015-01-25,2,0,1,669,3,0,1,2,50,212,41
2014-12-30;09:38:36,2,3,66,174,45042,2570.1721,7523,1,1,9,2015-01-20,2015-01-25,2,0,1,669,3,0,2,2,50,212,5
2014-12-30;09:41:34,2,3,66,174,45042,2570.2393,7523,1,1,9,2015-01-20,2015-01-25,2,0,1,669,3,0,1,2,50,212,41
2014-12-30;09:45:03,2,3,66,174,45042,2515.5519,7523,1,1,9,2015-01-20,2015-01-25,2,0,1,8855,1,0,1,2,50,213,87
2014-12-30;10:00:45,2,3,66,174,45042,3360.0905,7523,1,1,9,2015-01-20,2015-01-24,2,0,1,12257,6,0,1,4,51,1509,0
2014-12-30;10:02:01,2,3,66,174,45042,3359.7797,7523,1,1,9,2015-01-20,2015-01-24,2,0,1,12257,6,0,1,4,51,1509,11
2014-12-30;10:03:01,2,3,66,174,45042,3361.3841,7523,1,1,9,2015-01-20,2015-01-24,2,0,1,12257,6,0,1,4,51,1509,18
2014-12-30;10:09:45,2,3,66,174,45042,2570.0337,7523,1,1,9,2015-01-20,2015-01-25,2,0,1,13094,3,0,1,2,50,212,37
2014-12-30;10:10:38,2,3,66,174,45042,2570.162,7523,1,1,9,2015-01-20,2015-01-25,2,0,1,13094,3,0,1,2,50,212,0
2014-12-30;10:16:40,2,3,66,174,45042,2570.1348,7523,1,1,9,2015-01-20,2015-01-25,2,0,1,13094,3,0,1,2,50,212,0
2014-12-30;10:19:52,2,3,66,174,45042,2570.3509,7523,1,1,9,2015-01-21,2015-01-25,2,0,1,13094,3,0,1,2,50,212,84
2014-12-30;10:20:43,2,3,66,174,45042,2570.3445,7523,1,1,9,2015-01-21,2015-01-25,2,0,1,13094,3,0,1,2,50,212,56
2014-12-30;10:22:02,2,3,66,174,45042,2570.162,7523,1,1,9,2015-01-21,2015-01-25,2,0,1,13094,3,0,1,2,50,212,0
2014-12-30;10:23:13,2,3,66,174,45042,2570.4695,7523,1,1,9,2015-01-21,2015-01-25,2,0,1,13094,3,0,1,2,50,212,98
2014-12-30;10:24:07,2,3,66,174,45042,2570.1348,7523,1,1,9,2015-01-21,2015-01-25,2,0,1,13094,3,0,1,2,50,212,0
2014-12-30;10:25:05,2,3,66,174,45042,2570.1429,7523,1,1,9,2015-01-21,2015-01-25,2,0,1,13094,3,0,3,2,50,212,21
2014-12-30;10:37:20,2,3,66,174,45042,2570.1429,7523,1,1,9,2015-01-21,2015-01-25,2,0,1,13094,3,1,1,2,50,212,21
2013-06-11;11:29:16,2,3,215,646,51733,1553.8723,7573,0,0,9,2013-12-21,2013-12-22,2,0,1,12217,6,0,1,2,50,365,49
2013-08-14;08:49:59,2,3,215,646,51733,2097.4478,7573,0,0,9,2013-09-05,2013-09-08,2,0,1,8267,1,0,2,2,50,675,21
2013-08-14;08:51:27,2,3,215,646,51733,2097.39,7573,0,0,9,2013-09-05,2013-09-08,2,0,1,8267,1,0,2,2,50,675,56
2013-08-14;09:31:00,2,3,215,646,51733,2097.2733,7573,0,0,9,2013-09-05,2013-09-08,2,0,1,8267,1,0,3,2,50,675,21
2013-08-20;14:45:20,2,3,215,646,51733,2097.4478,7573,0,0,9,2013-09-04,2013-09-06,2,0,1,45327,6,0,1,2,50,675,21
2013-08-20;14:48:25,2,3,215,646,51733,2097.4237,7573,0,0,9,2013-09-06,2013-09-08,2,0,1,45327,6,0,1,2,50,675,69
2013-08-20;15:08:56,2,3,215,646,51733,2097.339,7573,0,0,9,2013-09-04,2013-09-06,2,1,1,45327,6,0,1,2,50,675,56
2013-08-20;15:35:59,2,3,215,646,51733,2097.3988,7573,0,0,9,2013-09-06,2013-09-08,2,1,1,24897,6,0,3,2,50,675,56
2013-08-20;15:45:20,2,3,215,646,51733,2097.3988,7573,0,0,9,2013-09-04,2013-09-06,2,1,1,24897,6,0,3,2,50,675,56
2013-08-20;16:13:21,2,3,215,646,51733,2097.3988,7573,0,0,9,2013-09-04,2013-09-06,2,1,1,24897,6,1,1,2,50,675,56
2013-08-20;16:22:18,2,3,215,646,51733,2097.3988,7573,0,0,9,2013-09-06,2013-09-08,2,1,1,24897,6,1,1,2,50,675,56
2013-09-18;11:55:44,2,3,215,646,51733,1553.8723,7573,0,0,9,2013-12-20,2013-12-21,2,0,1,12217,6,0,1,2,50,365,49
2013-09-18;15:28:28,2,3,215,646,51733,1554.2322,7573,0,0,9,2013-12-20,2013-12-21,2,0,1,12217,6,0,4,2,50,365,19
2013-09-18;16:15:02,2,3,215,646,51733,1554.8204,7573,0,0,9,2013-12-20,2013-12-21,2,0,1,12217,6,0,1,2,50,365,4
2013-09-18;16:27:37,2,3,215,646,51733,1554.2322,7573,0,0,9,2013-12-21,2013-12-22,2,0,1,12217,6,0,1,2,50,365,19
2013-09-18;16:31:16,2,3,215,646,51733,1554.2322,7573,0,0,9,2013-12-21,2013-12-22,2,0,1,12217,6,1,1,2,50,365,19
2014-02-06;11:14:55,2,3,215,646,51733,708.3061,7573,0,0,9,2014-04-12,2014-04-19,4,0,2,8277,1,0,2,2,50,412,94
2014-07-23;07:26:18,2,3,215,646,51733,426.0613,7573,0,0,9,2014-11-20,2014-11-23,2,0,1,33782,6,0,1,4,8,1532,86
2014-07-31;17:13:31,2,3,215,646,51733,792.6268,7573,0,0,9,2014-09-20,2014-09-27,6,0,1,11938,1,0,2,4,8,126,92
2014-07-31;17:14:24,2,3,215,646,51733,792.8687,7573,0,0,9,2014-09-20,2014-09-27,6,0,1,11938,1,0,1,4,8,126,97
2014-07-31;17:14:28,2,3,215,646,51733,792.6889,7573,0,0,9,2014-09-20,2014-09-27,6,0,1,11938,1,0,1,4,8,126,26
2014-07-31;17:17:14,2,3,215,646,51733,792.6268,7573,0,0,9,2014-09-20,2014-09-27,2,0,1,11938,1,0,1,4,8,126,92
2014-07-31;17:17:22,2,3,215,646,51733,805.7442,7573,0,0,9,2014-09-20,2014-09-27,2,0,1,11938,1,0,1,4,8,126,52
2014-08-07;17:32:36,2,3,215,646,51733,792.6889,7573,0,0,9,2014-08-14,2014-08-17,2,0,1,11938,1,0,1,4,8,126,26
2014-08-18;14:40:37,2,3,215,646,51733,1892.7093,7573,0,0,9,2014-09-02,2014-09-06,2,0,1,8279,1,0,1,2,50,1230,70
2014-11-13;08:39:29,2,3,215,646,51733,1893.6642,7573,0,0,9,2015-03-26,2015-03-27,2,0,1,12268,6,0,1,2,50,1230,98
2014-11-18;11:12:12,2,3,215,646,51733,1893.6642,7573,0,0,9,2015-03-26,2015-03-27,2,0,1,12826,5,0,1,2,50,1230,95
2014-11-19;14:04:55,2,3,215,646,51733,1893.6664,7573,0,0,2,2015-03-27,2015-04-03,2,0,1,12268,6,0,1,2,50,1230,70
2014-11-19;14:30:09,2,3,215,646,51733,1893.6664,7573,0,0,2,2015-03-27,2015-04-03,2,0,1,8279,1,0,2,2,50,1230,70
2014-05-14;19:01:19,2,3,66,174,26232,2694.443,7638,0,1,9,2014-10-16,2014-10-23,2,0,1,8223,1,0,1,2,50,690,37
2014-06-25;00:39:08,2,3,66,174,26232,416.473,7638,0,1,9,2014-10-17,2014-10-20,1,0,1,12602,5,0,1,2,50,628,24
2014-08-19;11:02:09,2,3,205,155,22091,4877.7971,7638,0,1,9,2015-06-19,2015-06-25,2,0,1,11917,1,0,2,0,140,59,93
2014-08-19;11:02:21,2,3,205,155,22091,4879.8349,7638,0,1,9,2015-06-19,2015-06-25,2,0,1,11917,1,0,2,0,140,59,92
2014-08-19;11:03:24,2,3,205,155,22091,4874.8588,7638,0,1,9,2015-06-19,2015-06-25,2,0,1,11917,1,0,2,0,140,59,92
2014-08-19;11:16:34,2,3,205,155,22091,4906.5797,7638,0,1,9,2015-06-19,2015-06-25,2,0,1,8863,1,0,4,0,140,59,96
2014-08-19;11:18:20,2,3,205,155,22091,4902.4431,7638,0,1,9,2015-06-19,2015-06-25,2,0,1,8863,1,0,2,0,140,59,26
2014-08-19;16:04:08,2,3,66,260,120,1789.0973,7638,0,1,9,2015-06-18,2015-06-25,2,0,1,8816,1,0,3,4,163,1935,77
2014-08-19;16:09:03,2,3,66,260,120,1778.6461,7638,0,1,9,2015-06-18,2015-06-25,2,0,1,8816,1,0,1,4,163,1935,36
2014-08-19;16:12:22,2,3,66,260,120,1778.8514,7638,0,1,9,2015-06-18,2015-06-25,2,0,1,8816,1,0,2,4,163,1935,99
2014-08-19;23:23:39,2,3,205,155,22091,8637.5927,7638,0,1,9,2015-06-18,2015-06-23,2,0,1,21222,1,0,4,3,152,73,27
2014-08-20;13:51:00,2,3,205,155,22091,4703.1869,7638,0,1,9,2015-06-18,2015-06-23,2,0,1,8747,1,0,3,3,106,107,98
2014-09-12;14:42:21,2,3,66,174,26232,416.5881,7638,0,1,9,2014-11-06,2014-11-09,1,0,1,8250,1,0,1,2,50,628,51
